Name of Institution,Street Address,City,ZIP Code,County,Georeference
Bank On Buffalo,535 Washington St,Buffalo,14203,Erie,POINT (-78.8717 42.88881)
Bank On Buffalo,638 LAKE STREET,WILSON,14172,Erie,POINT (-78.826 43.29814)
Bank On Buffalo,827 Hopkins Rd,Amherst,14221,Erie,POINT (-78.73893 43.00136)
Bank On Buffalo,3049 Orchard Park Rd,Orchard Park,14127,Erie,POINT (-78.75237 42.8015)
Bank On Buffalo,235 High Street Extension,Victor,14564,Ontario,POINT (-77.43731 43.027)
Bank On Buffalo,3619 Walden Avenue,Lancaster,14086,Erie,POINT (-78.67176 42.9156)
Bank On Buffalo,7121 Niagara Falls Blvd,Niagara Falls,14304,Niagara,POINT (-78.98223 43.08783)
Bank On Buffalo,46 Main Street,Akron,14001,Erie,POINT (-78.50127 43.02087)
Bank On Buffalo,9470 Clarence Center Road,Clarence Center,14032,Erie,POINT (-78.63681 43.01039)
Bank On Buffalo,77 Buell Street,Akron,14001,Erie,POINT (-78.50299 43.0133)
Bank On Buffalo,9865 Main Street,Clarence,14031,Erie,POINT (-78.62132 42.97457)
Bank On Buffalo,683 Northland Ave,Buffalo,14211,Erie,POINT (-78.83528 42.91803)
Bank of America N.A. GA1-006-15-40,515 Ocean Avenue,Brooklyn,11226,Kings,POINT (-73.96104 40.65025)
Bank of America N.A. GA1-006-15-40,1428 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.94466 42.78423)
Bank of America N.A. GA1-006-15-40,3881 Richmond Avenue,Staten Island,10312,Richmond,POINT (-74.16407 40.54371)
Bank of America N.A. GA1-006-15-40,642 Gateway Drive,Brooklyn,11239,Kings,POINT (-73.8682 40.65585)
Bank of America N.A. GA1-006-15-40,915 West Beech Street,Long Beach,11561,Nassau,POINT (-73.69228 40.58601)
Bank of America N.A. GA1-006-15-40,2260 Broadway,New York,10024,New York,POINT (-73.97875 40.78534)
Bank of America N.A. GA1-006-15-40,2077 Broadway,New York,10023,New York,POINT (-73.98205 40.77866)
Bank of America N.A. GA1-006-15-40,1275 Lexington Avenue,New York,10028,New York,POINT (-73.95583 40.77915)
Bank of America N.A. GA1-006-15-40,2895 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16951 40.57418)
Bank of America N.A. GA1-006-15-40,6601 18th Avenue,Brooklyn,11204,Kings,POINT (-73.99087 40.61844)
Bank of America N.A. GA1-006-15-40,95 Wall Street,New York,10005,New York,POINT (-74.00728 40.70509)
Bank of America N.A. GA1-006-15-40,835 Eighth Avenue,New York,10019,New York,POINT (-73.9857 40.76279)
Bank of America N.A. GA1-006-15-40,560 Second Avenue,New York,10016,New York,POINT (-73.97694 40.74299)
Bank of America N.A. GA1-006-15-40,550 Fifth Avenue,New York,10036,New York,POINT (-73.97932 40.75564)
Bank of America N.A. GA1-006-15-40,210 Dyckman Street,New York,10040,New York,POINT (-73.92706 40.86524)
Bank of America N.A. GA1-006-15-40,4201 Main Street,Flushing,11355,Queens,POINT (-73.82826 40.75526)
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.87414 40.73478)
Bank of America N.A. GA1-006-15-40,890 Old Country Road,Westbury,11530,Nassau,POINT (-73.5645 40.75317)
Bank of America N.A. GA1-006-15-40,96 7th Street,Garden City,11530,Nassau,POINT (-73.63683 40.72455)
Bank of America N.A. GA1-006-15-40,405 Windsor Highway,Vails Gate,12584,Orange,POINT (-74.05606 41.45601)
Bank of America N.A. GA1-006-15-40,88 Bowery Street,New York,10013,New York,POINT (-73.99551 40.71714)
Bank of America N.A. GA1-006-15-40,851 Kimball Avenue,Yonkers,10704,Westchester,POINT (-73.84787 40.93024)
Bank of America N.A. GA1-006-15-40,358 Fifth Avenue,New York,10001,New York,POINT (-73.98438 40.74868)
Bank of America N.A. GA1-006-15-40,193 West 237th Street,Bronx,10463,Bronx,POINT (-73.90036 40.88432)
Bank of America N.A. GA1-006-15-40,2756 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.63944 40.64474)
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,POINT (-73.7735 42.65361)
Bank of America N.A. GA1-006-15-40,40 West Main Street,Shortsville,14548,Ontario,POINT (-77.22269 42.95558)
Bank of America N.A. GA1-006-15-40,4061 Broadway,New York,10032,New York,POINT (-73.93913 40.8435)
Bank of America N.A. GA1-006-15-40,315 Lafayette Street,New York,10012,New York,POINT (-73.99518 40.72529)
Bank of America N.A. GA1-006-15-40,767 Cayuga Street,Lewiston,14092,Niagara,POINT (-79.03758 43.17041)
Bank of America N.A. GA1-006-15-40,1017 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.8594 40.80326)
Bank of America N.A. GA1-006-15-40,1989 South Park Avenue,Buffalo,14220,Erie,POINT (-78.82374 42.84457)
Bank of America N.A. GA1-006-15-40,425 Lexington Avenue,New York,10174,New York,POINT (-73.97532 40.75244)
Bank of America N.A. GA1-006-15-40,1775 Broadway,New York,10019,New York,POINT (-73.98174 40.76696)
Bank of America N.A. GA1-006-15-40,200 Park Avenue,New York,10166,New York,POINT (-73.9772 40.75372)
Bank of America N.A. GA1-006-15-40,390 Sixth Avenue,New York,10011,New York,POINT (-73.99978 40.7333)
Bank of America N.A. GA1-006-15-40,1293 Broadway,New York,10001,New York,POINT (-73.98797 40.74964)
Bank of America N.A. GA1-006-15-40,19-50 37th Street,Astoria,11105,Queens,POINT (-73.90273 40.77848)
Bank of America N.A. GA1-006-15-40,521 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.48212 40.74343)
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,POINT (-73.92041 40.81679)
Bank of America N.A. GA1-006-15-40,65 Metropolitan Oval,Bronx,10462,Bronx,POINT (-73.86053 40.83779)
Bank of America N.A. GA1-006-15-40,7923 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.02924 40.62795)
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.18561 40.96425)
Bank of America N.A. GA1-006-15-40,Lawrence Avenue & Bayview Avenue,Lawrence,11559,Nassau,
Bank of America N.A. GA1-006-15-40,157 East 125th Street,New York,10035,New York,POINT (-73.93659 40.80403)
Bank of America N.A. GA1-006-15-40,495 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.87694 42.91049)
Bank of America N.A. GA1-006-15-40,700 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.86716 40.86545)
Bank of America N.A. GA1-006-15-40,501 Brighton Beach Avenue,Brookyn,11235,Kings,POINT (-73.96219 40.57745)
Bank of America N.A. GA1-006-15-40,901 Broad Hollow Road,Farmingdale,11735,Nassau,POINT (-73.42341 40.72629)
Bank of America N.A. GA1-006-15-40,248 East Fordham Road,Bronx,10458,Bronx,POINT (-73.89564 40.86221)
Bank of America N.A. GA1-006-15-40,1500 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.87979 40.82854)
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.87428 40.8296)
Bank of America N.A. GA1-006-15-40,670 Avenue of the Americas,New York,10010,New York,POINT (-73.9938 40.74153)
Bank of America N.A. GA1-006-15-40,240 Park Avenue South,New York,10003,New York,POINT (-73.9881 40.7379)
Bank of America N.A. GA1-006-15-40,4239 Bell Boulevard,Bayside,11361,Queens,POINT (-73.77002 40.76162)
Bank of America N.A. GA1-006-15-40,127 Eighth Avenue,New York,10011,New York,POINT (-74.00147 40.7412)
Bank of America N.A. GA1-006-15-40,1330 First Avenue,New York,10021,New York,POINT (-73.95622 40.76749)
Bank of America N.A. GA1-006-15-40,2380 Broadway,New York,10024,New York,POINT (-73.97574 40.78908)
Bank of America N.A. GA1-006-15-40,50 West Fordham Road,Bronx,10468,Bronx,POINT (-73.90364 40.86275)
Bank of America N.A. GA1-006-15-40,37-41 82nd Street,Jackson Heights,11372,Queens,POINT (-73.88408 40.74848)
Bank of America N.A. GA1-006-15-40,378 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.50251 40.80988)
Bank of America N.A. GA1-006-15-40,808 Columbus Avenue,New York,10025,New York,POINT (-73.96632 40.79455)
Bank of America N.A. GA1-006-15-40,92 Delancey Street,New York,10002,New York,POINT (-73.98926 40.71896)
Bank of America N.A. GA1-006-15-40,1107 Third Avenue,New York,10065,New York,POINT (-73.96392 40.76515)
Bank of America N.A. GA1-006-15-40,244 Eighth Avenue,New York,10011,New York,POINT (-73.99876 40.74492)
Bank of America N.A. GA1-006-15-40,1886 Broadway,New York,10023,New York,POINT (-73.98203 40.77107)
Bank of America N.A. GA1-006-15-40,2136 Bartow Avenue,Bronx,10475,Bronx,POINT (-73.82655 40.86844)
Bank of America N.A. GA1-006-15-40,24-10  Jackson Avenue,Long Island City,11101,Queens,POINT (-73.94472 40.74627)
Bank of America N.A. GA1-006-15-40,115 West 42nd Street,New York,10036,New York,POINT (-73.98482 40.75515)
Bank of America N.A. GA1-006-15-40,500 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.75894 41.02239)
Bank of America N.A. GA1-006-15-40,438 86th Street,Brooklyn,11209,Kings,POINT (-74.02733 40.62216)
Bank of America N.A. GA1-006-15-40,206 Main Street,White Plains,10601,Westchester,POINT (-73.76586 41.03292)
Bank of America N.A. GA1-006-15-40,2820 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11617 40.56401)
Bank of America N.A. GA1-006-15-40,120 Flatbush Avenue,Brooklyn,11217,Kings,POINT (-73.97819 40.68506)
Bank of America N.A. GA1-006-15-40,277 Canal Street,New York,10013,New York,POINT (-74.00163 40.71922)
Bank of America N.A. GA1-006-15-40,353 Lexington Avenue,New York,10016,New York,POINT (-73.97712 40.74997)
Bank of America N.A. GA1-006-15-40,2535 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.16689 40.58607)
Bank of America N.A. GA1-006-15-40,45-26 Greenpoint Avenue,Sunnyside,11104,Queens,POINT (-73.91919 40.74209)
Bank of America N.A. GA1-006-15-40,274 7th Avenue,Brooklyn,11215,Kings,POINT (-73.98022 40.66852)
Bank of America N.A. GA1-006-15-40,386 Knickerbocker Avenue,Brooklyn,11237,Kings,POINT (-73.92065 40.70013)
Bank of America N.A. GA1-006-15-40,5345 West Genessee Street,Camillius,13031,Onondaga,POINT (-76.27393 43.03926)
Bank of America N.A. GA1-006-15-40,90-53 Sutphin Boulevard,Jamaica,11435,Queens,POINT (-73.80791 40.70156)
Bank of America N.A. GA1-006-15-40,8225 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.46803 40.81645)
Bank of America N.A. GA1-006-15-40,100 Christie Place,Scarsdale,10583,Westchester,POINT (-73.80755 40.99043)
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99103 40.63607)
Bank of America N.A. GA1-006-15-40,260 Greenwich Street,New York,10007,New York,POINT (-74.01132 40.71496)
Bank of America N.A. GA1-006-15-40,2196 Forest Avenue,Staten Island,10303,Richmond,POINT (-74.16291 40.62632)
Bank of America N.A. GA1-006-15-40,1160 West Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.7442 40.93983)
Bank of America N.A. GA1-006-15-40,301 West 145th Street,New York,10039,New York,POINT (-73.94275 40.82319)
Bank of America N.A. GA1-006-15-40,572 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.83566 40.92611)
Bank of America N.A. GA1-006-15-40,385 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.32198 40.86863)
Bank of America N.A. GA1-006-15-40,141-61 Northern Boulevard,Flushing,11354,Queens,POINT (-73.82401 40.7646)
Bank of America N.A. GA1-006-15-40,151-16 84th Street,Howard Beach,11414,Queens,POINT (-73.851 40.66728)
Bank of America N.A. GA1-006-15-40,880 Quincy Street,Brooklyn,11221,Kings,POINT (-73.92393 40.69007)
Bank of America N.A. GA1-006-15-40,59-01 Myrtle Avenue,Ridgewood,11385,Kings,POINT (-73.90007 40.7005)
Bank of America N.A. GA1-006-15-40,205-02 Linden Boulevard,St. Albans,11412,Queens,POINT (-73.7473 40.69582)
Bank of America N.A. GA1-006-15-40,241-42 South Conduit Boulevard,Rosedale,11422,Queens,POINT (-73.73601 40.6653)
Bank of America N.A. GA1-006-15-40,91-16 168th Street,Jamaica,11432,Queens,POINT (-73.79309 40.70684)
Bank of America N.A. GA1-006-15-40,6901 5th Avenue,Brooklyn,11209,Kings,POINT (-74.02107 40.63327)
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,POINT (-73.91873 40.75931)
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,POINT (-73.99106 40.69392)
Bank of America N.A. GA1-006-15-40,14-15 College Point Boulevard,College Point,11356,Queens,POINT (-73.84579 40.78495)
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,POINT (-73.94252 40.66962)
Bank of America N.A. GA1-006-15-40,401 Main Street,Armonk,10504,Westchester,POINT (-73.7143 41.12603)
Bank of America N.A. GA1-006-15-40,91 South Greeley Avenue,Chappaqua,10514,Westchester,POINT (-73.77297 41.15767)
Bank of America N.A. GA1-006-15-40,20 South Broadway,Yonkers,10701,Westchester,POINT (-73.89863 40.93316)
Bank of America N.A. GA1-006-15-40,130 North Country Shopping Center,Goldens Bridge,10526,Westchester,POINT (-73.67588 41.29405)
Bank of America N.A. GA1-006-15-40,176 Roberts Avenue,Yonkers,10703,Westchester,POINT (-73.88547 40.96076)
Bank of America N.A. GA1-006-15-40,625 8th Avenue,New York,10018,New York,POINT (-73.99036 40.75646)
Bank of America N.A. GA1-006-15-40,3508 Johnson Avenue,Riverdale,10463,Bronx,POINT (-73.90993 40.88582)
Bank of America N.A. GA1-006-15-40,900 Third Avenue,New York,10022,New York,POINT (-73.96872 40.75861)
Bank of America N.A. GA1-006-15-40,800 Avenue of the Americas,New York,10001,New York,POINT (-73.99095 40.74546)
Bank of America N.A. GA1-006-15-40,1066 Lexington Avenue,New York,10021,New York,POINT (-73.96057 40.77267)
Bank of America N.A. GA1-006-15-40,2770 Broadway,New York,10025,New York,POINT (-73.96772 40.80182)
Bank of America N.A. GA1-006-15-40,215 West 125th Street,New York,10027,New York,POINT (-73.94922 40.80935)
Bank of America N.A. GA1-006-15-40,334 Columbus Avenue,New York,10023,New York,POINT (-73.97711 40.77983)
Bank of America N.A. GA1-006-15-40,261 Broadway,New York,10007,New York,POINT (-74.00665 40.71374)
Bank of America N.A. GA1-006-15-40,750 Third Avenue,New York,10017,New York,POINT (-73.97237 40.75363)
Bank of America N.A. GA1-006-15-40,501 Fifth Avenue,New York,10017,New York,POINT (-73.98101 40.7533)
Bank of America N.A. GA1-006-15-40,1680 Broadway,New York,10019,New York,POINT (-73.983 40.76308)
Bank of America N.A. GA1-006-15-40,675 Third Avenue,New York,10017,New York,POINT (-73.97414 40.75117)
Bank of America N.A. GA1-006-15-40,25 West 51st Street,New York,10019,New York,POINT (-73.9783 40.75981)
Bank of America N.A. GA1-006-15-40,1900 Pine Avenue,Niagara Falls,14301,Niagara,POINT (-79.03877 43.0951)
Bank of America N.A. GA1-006-15-40,106 West 117th Street,New York,10026,New York,POINT (-73.94958 40.80286)
Bank of America N.A. GA1-006-15-40,One Penn Plaza East,New York,10119,New York,POINT (-73.99183 40.75063)
Bank of America N.A. GA1-006-15-40,29 Broadway,New York,10006,New York,POINT (-74.01318 40.706)
Bank of America N.A. GA1-006-15-40,335 Madison Avenue,New York,10017,New York,POINT (-73.97872 40.75356)
Bank of America N.A. GA1-006-15-40,988 Third Avenue,New York,10022,New York,POINT (-73.96666 40.76145)
Bank of America N.A. GA1-006-15-40,534 5th Avenue,Brooklyn,11215,Kings,POINT (-73.98891 40.66604)
Bank of America N.A. GA1-006-15-40,345 Park Avenue South,New York,10010,New York,POINT (-73.98515 40.74175)
Bank of America N.A. GA1-006-15-40,2915 Stillwell Avenue,Brooklyn,11224,Kings,POINT (-73.98137 40.57633)
Bank of America N.A. GA1-006-15-40,36 East 14th Street,New York,10003,New York,POINT (-73.9919 40.7353)
Bank of America N.A. GA1-006-15-40,2443 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.54528 40.72514)
Bank of America N.A. GA1-006-15-40,224 West 4th Street,New York,10014,New York,POINT (-74.00286 40.73388)
Bank of America N.A. GA1-006-15-40,350 Fulton Street,Brooklyn,11201,Queens,POINT (-73.98834 40.69183)
Bank of America N.A. GA1-006-15-40,45 Market Street,Poughkeepsie,12601,Dutchess,POINT (-73.92941 41.70271)
Bank of America N.A. GA1-006-15-40,93 West Campbell Road,Schenectady,12305,Schenectady,POINT (-73.98748 42.80932)
Bank of America N.A. GA1-006-15-40,287 Main Street,Schoharie,12157,Schoharie,POINT (-74.3123 42.66409)
Bank of America N.A. GA1-006-15-40,"67 Middlebush Road, Route 9",Wappingers Falls,12590,Dutchess,POINT (-73.90965 41.58831)
Bank of America N.A. GA1-006-15-40,770 Broadway,New York,10003,New York,POINT (-73.99194 40.73111)
Bank of America N.A. GA1-006-15-40,3424 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.88291 40.88127)
Bank of America N.A. GA1-006-15-40,449 Myrtle Avenue,Brooklyn,11205,Kings,POINT (-73.96747 40.69326)
Bank of America N.A. GA1-006-15-40,2022 Avenue U,Brooklyn,11229,Kings,POINT (-73.95057 40.59947)
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.95349 40.72852)
Bank of America N.A. GA1-006-15-40,1580 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.947 40.63219)
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,POINT (-73.95907 40.70885)
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,POINT (-73.9582 40.60879)
Bank of America N.A. GA1-006-15-40,164 Military Road,Buffalo,14207,Erie,POINT (-78.892 42.94115)
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.84434 40.72088)
Bank of America N.A. GA1-006-15-40,3912 Main Street,Flushing,11354,Queens,POINT (-73.83026 40.75983)
Bank of America N.A. GA1-006-15-40,2574 Broadway,New York,10025,New York,POINT (-73.97137 40.79511)
Bank of America N.A. GA1-006-15-40,168 Church Street,New York,10007,New York,POINT (-74.00767 40.71528)
Bank of America N.A. GA1-006-15-40,399 Third Avenue,New York,10016,New York,POINT (-73.98068 40.74219)
Bank of America N.A. GA1-006-15-40,882 First Avenue,New York,10022,New York,POINT (-73.96627 40.75371)
Bank of America N.A. GA1-006-15-40,1209 St. Johnland,Kings Park,11754,Suffolk,POINT (-73.2205 40.88295)
Bank of America N.A. GA1-006-15-40,3 Northwest Drive,South Farmingdale,11735,Nassau,POINT (-73.45828 40.71779)
Bank of America N.A. GA1-006-15-40,58 South Main Street,Fairport,14450,Monroe,POINT (-77.44235 43.09984)
Bank of America N.A. GA1-006-15-40,6801 East Genesee Street,Fayetteville,13066,Onondaga,POINT (-76.05127 43.03106)
Bank of America N.A. GA1-006-15-40,2305 Millersport Highway,Getzville,14068,Erie,POINT (-78.76873 43.01331)
Bank of America N.A. GA1-006-15-40,54 West Main Street,Goshen,10924,Orange,POINT (-74.32545 41.40213)
Bank of America N.A. GA1-006-15-40,5340 Southwestern Boulevard,Hamburg,14075,Erie,POINT (-78.86931 42.74208)
Bank of America N.A. GA1-006-15-40,43 Main Street,Hamburg,14075,Erie,POINT (-78.83116 42.71621)
Bank of America N.A. GA1-006-15-40,3588 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.87279 42.98181)
Bank of America N.A. GA1-006-15-40,1343 Ulster Avenue,Kingston,12401,Ulster,POINT (-73.9892 41.97031)
Bank of America N.A. GA1-006-15-40,451 Washington Avenue,Kingston,12401,Ulster,POINT (-74.02633 41.93692)
Bank of America N.A. GA1-006-15-40,804 Loudon Road,Latham,12110,Albany,POINT (-73.76173 42.74712)
Bank of America N.A. GA1-006-15-40,7610 Oswego Road,Liverpool,13090,Onondaga,POINT (-76.22627 43.13863)
Bank of America N.A. GA1-006-15-40,477 Albany Shaker Road,Loudonville,12211,Albany,POINT (-73.7779 42.70797)
Bank of America N.A. GA1-006-15-40,343 Fayette Street,Manlius,13104,Onondaga,POINT (-75.98525 43.0066)
Bank of America N.A. GA1-006-15-40,715 Route 211 East,Middletown,10941,Orange,POINT (-74.35845 41.46648)
Bank of America N.A. GA1-006-15-40,6529 East Quaker Street,Orchard Park,14127,Erie,POINT (-78.74316 42.7673)
Bank of America N.A. GA1-006-15-40,2200 Penfield Road,Penfield,14526,Monroe,POINT (-77.44006 43.13175)
Bank of America N.A. GA1-006-15-40,9 North Main Street,Pittsford,14534,Monroe,POINT (-77.51511 43.09104)
Bank of America N.A. GA1-006-15-40,13-17 Hammond Street,Port Jervis,12771,Orange,POINT (-74.69151 41.37492)
Bank of America N.A. GA1-006-15-40,11 Raymond Avenue,Poughkeepsie,12603,Dutchess,POINT (-73.90191 41.69516)
Bank of America N.A. GA1-006-15-40,1 East Avenue,Rochester,14638,Monroe,POINT (-77.6039 43.15744)
Bank of America N.A. GA1-006-15-40,1381 East Ridge Road,Rochester,14621,Monroe,POINT (-77.5796 43.19749)
Bank of America N.A. GA1-006-15-40,3333 West Henrietta Road,Rochester,14623,Monroe,POINT (-77.6454 43.08936)
Bank of America N.A. GA1-006-15-40,100 Pixley Road,Rochester,14624,Monroe,POINT (-77.70861 43.14722)
Bank of America N.A. GA1-006-15-40,3800 Dewey Avenue,Rochester,14616,Monroe,POINT (-77.64591 43.23986)
Bank of America N.A. GA1-006-15-40,1394 Norton Street,Rochester,14621,Monroe,POINT (-77.58446 43.18735)
